translation_key,priority,scope,layer_id,source_file,feature_ids,field,target_field,original_ko,auto_en,review_en,needs_review,auto_method,occurrences,context_hanja,context_name,context_type
feature:988f1e4e40a6,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_019,한국어이름,name_en,강산현,江山縣,江山縣,yes,hanja_placeholder,1,江山縣,강산현,행정 지명(치소)
feature:ad194de9d92e,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_048,한국어이름,name_en,강도현,江都縣,江都縣,yes,hanja_placeholder,1,江都縣,강도현,행정 지명(치소)
feature:8c28e4fc80a7,core,place_name,tg_points,tg_points.geojson,TS_013,한국어이름,name_en,지구일,池口馹,池口馹,yes,hanja_placeholder,1,池口馹,지구일,교통 지명
feature:276d89b34c7f,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_045,한국어이름,name_en,지주부,池州府,池州府,yes,hanja_placeholder,1,池州府,지주부,행정 지명(치소)
feature:274caf5f2566,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_071,한국어이름,name_en,하간부,河間府,河間府,yes,hanja_placeholder,1,河間府,하간부,행정 지명(치소)
feature:cac4313e24e1,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_007,한국어이름,name_en,천주부,泉州府,泉州府,yes,hanja_placeholder,1,泉州府,천주부,행정 지명(치소)
feature:928e9ec6a97b,core,place_name,hg_points,hg_points.geojson,HG_003,한국어이름,name_en,법해사,法海寺,法海寺,yes,hanja_placeholder,1,法海寺,법해사,인문 지명
feature:355642a72ef8,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_062,한국어이름,name_en,태안부,泰安府,泰安府,yes,hanja_placeholder,1,泰安府,태안부,행정 지명(치소)
feature:0aecd769ea9f,core,place_name,wg_points,wg_points.geojson,WS_002,한국어이름,name_en,동정호,洞庭湖,洞庭湖,yes,hanja_placeholder,1,洞庭湖,동정호,수계 지명
feature:8f7519ebe4df,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_018,한국어이름,name_en,포성현,浦城縣,浦城縣,yes,hanja_placeholder,1,浦城縣,포성현,행정 지명(치소)
feature:4bdcfd2ec473,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_075,한국어이름,name_en,탁주,涿州,涿州,yes,hanja_placeholder,1,涿州,탁주,행정 지명(치소)
feature:f8c76daaca20,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_052,한국어이름,name_en,회안부,淮安府,淮安府,yes,hanja_placeholder,1,淮安府,회안부,행정 지명(치소)
feature:476834476943,core,place_name,wg_points,wg_points.geojson,WS_006,한국어이름,name_en,청강부,淸江阜,淸江阜,yes,hanja_placeholder,1,淸江阜,청강부,수계 지명
feature:caf9bd310bdc,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_044,한국어이름,name_en,호구현,湖口縣,湖口縣,yes,hanja_placeholder,1,湖口縣,호구현,행정 지명(치소)
feature:553fb36dd3b0,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_063,한국어이름,name_en,제남부,濟南府,濟南府,yes,hanja_placeholder,1,濟南府,제남부,행정 지명(치소)
feature:3fcd3582b459,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_064,한국어이름,name_en,제하현,濟河縣,濟河縣,yes,hanja_placeholder,1,濟河縣,제하현,행정 지명(치소)
feature:51feb79a13c5,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_030,한국어이름,name_en,무석현,無錫縣,無錫縣,yes,hanja_placeholder,1,無錫縣,무석현,행정 지명(치소)
feature:9490859b655d,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_070,한국어이름,name_en,헌현,獻縣,獻縣,yes,hanja_placeholder,1,獻縣,헌현,행정 지명(치소)
feature:30d934869b64,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_055,한국어이름,name_en,왕가영진,王家營鎭,王家營鎭,yes,hanja_placeholder,1,王家營鎭,왕가영진,특수행정 지명
feature:1ab9705434d4,core,place_name,wg_points,wg_points.geojson,WS_005,한국어이름,name_en,과주,瓜洲,瓜洲,yes,hanja_placeholder,1,瓜洲,과주,수계 지명
feature:1053d3db8167,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_028,한국어이름,name_en,석문현,石門縣,石門縣,yes,hanja_placeholder,1,石門縣,석문현,행정 지명(치소)
feature:a6a24a2b61e1,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_012,한국어이름,name_en,복건성,福建省,福建省,yes,hanja_placeholder,1,福建省,복건성,행정 지명(치소)
feature:386db4e322e5,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_010,한국어이름,name_en,복청현,福淸縣,福淸縣,yes,hanja_placeholder,1,福淸縣,복청현,행정 지명(치소)
feature:285fe982a0c0,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_065,한국어이름,name_en,우성현,禹城縣,禹城縣,yes,hanja_placeholder,1,禹城縣,우성현,행정 지명(치소)
feature:362333dd59f5,core,place_name,tg_points,tg_points.geojson,TS_018,한국어이름,name_en,양류점,羊流店,羊流店,yes,hanja_placeholder,1,羊流店,양류점,교통 지명
feature:b87e3914d9f6,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_004,한국어이름,name_en,대만부,臺灣府,臺灣府,yes,hanja_placeholder,1,臺灣府,대만부,행정 지명(치소)
feature:ef92f71d637a,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_009,한국어이름,name_en,흥화부,興化府,興化府,yes,hanja_placeholder,1,興化府,흥화부,행정 지명(치소)
feature:1ef589adcf29,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_076,한국어이름,name_en,양향현,良鄕縣,良鄕縣,yes,hanja_placeholder,1,良鄕縣,양향현,행정 지명(치소)
feature:7b9e435ede1d,core,place_name,tg_points,tg_points.geojson,TS_008,한국어이름,name_en,엽방순사,葉坊巡司,葉坊巡司,yes,hanja_placeholder,1,葉坊巡司,엽방순사,교통 지명
feature:71c6c32b8181,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_060,한국어이름,name_en,몽음현,蒙陰縣,蒙陰縣,yes,hanja_placeholder,1,蒙陰縣,몽음현,행정 지명(치소)
feature:dc4af4b283d2,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_034,한국어이름,name_en,무호현,蕪湖縣,蕪湖縣,yes,hanja_placeholder,1,蕪湖縣,무호현,행정 지명(치소)
feature:fe671a0118d9,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_046,한국어이름,name_en,소주부,蘇州府,蘇州府,yes,hanja_placeholder,1,蘇州府,소주부,행정 지명(치소)
feature:bab609025e3a,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_059,한국어이름,name_en,난산현,蘭山縣,蘭山縣,yes,hanja_placeholder,1,蘭山縣,난산현,행정 지명(치소)
feature:d2fd9a032e33,core,place_name,hg_points,hg_points.geojson,HG_008,한국어이름,name_en,호구사,虎邱寺,虎邱寺,yes,hanja_placeholder,1,虎邱寺,호구사,인문 지명
feature:04d00a29fa1a,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_056,한국어이름,name_en,중흥집,衆興集,衆興集,yes,hanja_placeholder,1,衆興集,중흥집,특수행정 지명
feature:730aaa0c3057,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_020,한국어이름,name_en,구주부,衢州府,衢州府,yes,hanja_placeholder,1,衢州府,구주부,행정 지명(치소)
feature:88099f85457b,core,place_name,mg_points,mg_points.geojson,MS_001,한국어이름,name_en,서양령,西陽嶺,西陽嶺,yes,hanja_placeholder,1,西陽嶺,서양령,산계 지명
feature:c19f64d76898,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_058,한국어이름,name_en,담성현,郯城縣,郯城縣,yes,hanja_placeholder,1,郯城縣,담성현,행정 지명(치소)
feature:fe0dd2847de9,core,place_name,hg_points,hg_points.geojson,HG_010,한국어이름,name_en,금산사,金山寺,金山寺,yes,hanja_placeholder,1,金山寺,금산사,인문 지명
feature:6c3caf29b6ab,core,place_name,hg_points,hg_points.geojson,HG_005,한국어이름,name_en,조대,釣臺,釣臺,yes,hanja_placeholder,1,釣臺,조대,인문 지명
feature:7be5fffb1ea5,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_035,한국어이름,name_en,동릉현,銅陵縣,銅陵縣,yes,hanja_placeholder,1,銅陵縣,동릉현,행정 지명(치소)
feature:a1f2a889f593,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_033,한국어이름,name_en,진강부,鎭江府,鎭江府,yes,hanja_placeholder,1,鎭江府,진강부,행정 지명(치소)
feature:d33e7d566cca,core,place_name,tg_points,tg_points.geojson,TS_019,한국어이름,name_en,장성역,長城驛,長城驛,yes,hanja_placeholder,1,長城驛,장성역,교통 지명
feature:1935af411deb,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_013,한국어이름,name_en,민청현,閩淸縣,閩淸縣,yes,hanja_placeholder,1,閩淸縣,민청현,행정 지명(치소)
feature:3304ddf33f65,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_068,한국어이름,name_en,부성현,阜城縣,阜城縣,yes,hanja_placeholder,1,阜城縣,부성현,행정 지명(치소)
feature:717f6c15cb6d,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_073,한국어이름,name_en,웅현,雄縣,雄縣,yes,hanja_placeholder,1,雄縣,웅현,행정 지명(치소)
feature:50eafbaba8a3,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_006,한국어이름,name_en,마항청,馬巷廳,馬巷廳,yes,hanja_placeholder,1,馬巷廳,마항청,특수행정 지명
feature:8ab57f747b98,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JD_050,한국어이름,name_en,고우주,高郵州,高郵州,yes,hanja_placeholder,1,高郵州,고우주,행정 지명(치소)
feature:71f11fa702b6,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_040,한국어이름,name_en,황주부,黃州府,黃州府,yes,hanja_placeholder,1,黃州府,황주부,행정 지명(치소)
feature:bdfbdc260e1d,core,place_name,tg_points,tg_points.geojson,TS_002,한국어이름,name_en,황진교,黃津橋,黃津橋,yes,hanja_placeholder,1,黃津橋,황진교,교통 지명
feature:4ba6c9802d39,core,place_name,tg_points,tg_points.geojson,TS_003,한국어이름,name_en,황전역,黃田驛,黃田驛,yes,hanja_placeholder,1,黃田驛,황전역,교통 지명
feature:6473b057e304,core,place_name,ad_ja_points,ad_ja_points.geojson,AD_JA_021,한국어이름,name_en,용유현,龍游縣,龍游縣,yes,hanja_placeholder,1,龍游縣,용유현,행정 지명(치소)
feature:e58f2eaded68,core,place_name,tg_points,tg_points.geojson,TS_001,한국어이름,name_en,낙양교,洛陽橋,洛陽橋,yes,hanja_placeholder,1,洛陽橋,낙양교,교통 지명
feature:f7c45ac38840,optional,misc_note,hg_points,hg_points.geojson,HG_010,_blank_1,misc_note_en,"??? 금산사가 각주 86에 있는 양주 금산사인지? 현재 금산사의 지명이 남아있는 곳으로 양주금산사로 불릴법한 곳은 진강시에 있는 금산풍경구로, 청대 부경계도에서 보면 진강부에 속해있기는 하지만 하천을 경계로 양주부와 만나는 곳에 위치. 지도에도 그 위치로 비정",,,yes,manual_required,1,金山寺,금산사,인문 지명
feature:00a8dd184e9d,optional,misc_note,mg_points,mg_points.geojson,MS_001,_blank_1,misc_note_en,현재 잔존 지명,,,yes,manual_required,1,西陽嶺,서양령,산계 지명
feature:fc476cd1b605,optional,misc_note,mg_points,mg_points.geojson,MS_002,_blank_1,misc_note_en,현재 잔존 지명,,,yes,manual_required,1,仙霞嶺,선하령,산계 지명
feature:5987347708a8,optional,misc_note,wg_points,wg_points.geojson,WS_005,_blank_1,misc_note_en,본문에는 없는거 아닌가?,,,yes,manual_required,1,瓜洲,과주,수계 지명
feature:bc9047861104,core,note,route_points,route_points.geojson,9,NOTE,note_en,"『표해록』과 『서이방익사』에 따르면 ""북관 대선사에서 영거관이 악양루를 들를 것을 제안(남호현, 2021a, 121~122쪽)",,,yes,manual_required,1,,동정호 방문 제안,분기
feature:3eca0a0a3275,core,note,tg_points,tg_points.geojson,TS_006,비고,note_en,"CHGIS 명대 역참 데이터와 『중국역사지도집』 8, 42~43쪽에 나타나는 '大橫驛'을 지칭하는 것으로 추정.",,,yes,manual_required,1,大王館,대왕관,교통 지명
feature:cfaf392d0438,core,note,tg_points,tg_points.geojson,TS_002,비고,note_en,"위치를 확인할 수 있는 문헌 기록은 존재하지 않음. 다만 복건성 서문으로부터 40여 리 떨어진 곳에 위치하고, 이 위치부터 배를 타고 이동했다는 『표해록』 및 「서이방익사」의 기록을 참고하여 위치 비정.",,,yes,manual_required,1,黃津橋,황진교,교통 지명
value:7e24fda8809a,context,present_region,ad_ja_points,ad_ja_points.geojson,AD_JD_067; AD_JD_068; AD_JD_069; AD_JD_070; AD_JD_072; AD_JD_073; AD_JD_074; AD_JD_075,현재 위치 광역 단위,present_region_en,중국_허베이성,,China_Hebei Province,yes,manual_required,8,景州,경주,행정 지명(치소)
value:123e31950674,context,present_region,ad_ja_points,ad_ja_points.geojson,AD_JA_040; AD_JA_041; AD_JA_042,현재 위치 광역 단위,present_region_en,중국_후베이성,,China_Hubei Province,yes,manual_required,3,黃州府,황주부,행정 지명(치소)
feature:90de19332184,optional,source_note,mg_points,mg_points.geojson,MS_001,출처(1차사료),primary_source_note_en,"「浦城山川城池之圖」, 『光緖續修浦城縣志』, 1~2쪽.",,,yes,manual_required,1,西陽嶺,서양령,산계 지명
feature:cb5984900c00,core,research_note,ad_ja_points,ad_ja_points.geojson,AD_JA_023,비고(논문 등 연구 참고 사항),research_note_en,건덕현 치소와 동일,,,yes,manual_required,1,嚴州府,엄주부,행정 지명(치소)
feature:e6f38b8ef485,core,research_note,ad_ja_points,ad_ja_points.geojson,AD_JA_005,비고(논문 등 연구 참고 사항),research_note_en,"남호현, 2021a, 106~108/東安은 同安의 오기로 추정",,,yes,manual_required,1,同安縣,동안현,행정 지명(치소)
feature:9b20ba39bd6f,core,research_note,ad_ja_points,ad_ja_points.geojson,AD_JA_001,비고(논문 등 연구 참고 사항),research_note_en,"남호현, 2021a, 97~100",,,yes,manual_required,1,東衛,동위,특수행정 지명
feature:f015ecd28480,core,research_note,ad_ja_points,ad_ja_points.geojson,AD_JA_006,비고(논문 등 연구 참고 사항),research_note_en,"남호현, 2021b, 141~143",,,yes,manual_required,1,馬巷廳,마항청,특수행정 지명
feature:e28b7bbb4e60,core,research_note,ad_ja_points,ad_ja_points.geojson,AD_JA_012,비고(논문 등 연구 참고 사항),research_note_en,민현 치소와 동일,,,yes,manual_required,1,福建省,복건성,행정 지명(치소)
feature:ad7de087c7f4,core,research_note,ad_ja_points,ad_ja_points.geojson,AD_JA_020,비고(논문 등 연구 참고 사항),research_note_en,서안현 치소와 동일,,,yes,manual_required,1,衢州府,구주부,행정 지명(치소)
feature:81ceff582b1c,core,research_note,ad_ja_points,ad_ja_points.geojson,AD_JD_051,비고(논문 등 연구 참고 사항),research_note_en,서이방익사 보응현 위치 오류,,,yes,manual_required,1,寶應縣,보응현,행정 지명(치소)
feature:45ae86be3c5d,core,research_note,ad_ja_points,ad_ja_points.geojson,AD_JA_022,비고(논문 등 연구 참고 사항),research_note_en,엄주부 치소와 동일,,,yes,manual_required,1,建德縣,건덕현,행정 지명(치소)
feature:3b4c4f58c794,core,research_note,ad_ja_points,ad_ja_points.geojson,AD_JD_064,비고(논문 등 연구 참고 사항),research_note_en,제남-제하 순서 다름,,,yes,manual_required,1,濟河縣,제하현,행정 지명(치소)
feature:2fdf5204b180,core,research_note,ad_ja_points,ad_ja_points.geojson,AD_JD_056,비고(논문 등 연구 참고 사항),research_note_en,󰡔승사록󰡕 1818년 6월 25일,,,yes,manual_required,1,衆興集,중흥집,특수행정 지명
feature:ba23747df482,optional,source_note,hg_points,hg_points.geojson,HG_010,출처(논문),scholarly_source_note_en,금산사 소속 확인,,,yes,manual_required,1,金山寺,금산사,인문 지명
feature:d20c2dc5c277,optional,source_note,hg_points,hg_points.geojson,HG_002,출처(논문),scholarly_source_note_en,"남호현, 2021a, 108~113",,,yes,manual_required,1,同安縣學,동안현학,인문 지명
feature:88c7d2a81e17,optional,source_note,hg_points,hg_points.geojson,HG_003,출처(논문),scholarly_source_note_en,법해사 내 나산당,,,yes,manual_required,1,法海寺,법해사,인문 지명
feature:a6c3cc6a626d,optional,source_note,hg_points,hg_points.geojson,HG_005,출처(논문),scholarly_source_note_en,󰡔표ᄒᆡ록󰡕은 건덕현으로 소개,,,yes,manual_required,1,釣臺,조대,인문 지명
feature:77da19f7645f,optional,source_note,mg_points,mg_points.geojson,MS_001,출처(논문),scholarly_source_note_en,"권무일, 2020, 179쪽",,,yes,manual_required,1,西陽嶺,서양령,산계 지명
feature:aec5e830aeb5,optional,source_note,mg_points,mg_points.geojson,MS_003,출처(논문),scholarly_source_note_en,"남호현, 2021a, 120쪽",,,yes,manual_required,1,梅嶺,매령,산계 지명
feature:7cfe9314a703,optional,source_note,wg_points,wg_points.geojson,WS_005,출처(논문),scholarly_source_note_en,역주,,,yes,manual_required,1,瓜洲,과주,수계 지명
feature:5e227ec33980,optional,source_note,wg_points,wg_points.geojson,WS_001,출처(논문),scholarly_source_note_en,󰡔周行備覽󰡕 / 호구현 건너편,,,yes,manual_required,1,八里江,팔리강,수계 지명
